Class_path,Method_%,Method_fraction,Block_%,Block_fraction,Branch_%,Branch_fraction,Line_%,Line_fraction
org\apache\commons\math4\distribution\fitting\MultivariateNormalMixtureExpectationMaximizationTest,0,(0/11),0,(0/17),0,(0/4),0,(0/94)
org\apache\commons\math4\exception\DimensionMismatchExceptionTest,0,(0/2),0,(0/2),-,,0,(0/5)
org\apache\commons\math4\exception\MaxCountExceededExceptionTest,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\commons\math4\exception\NonMonotonicSequenceExceptionTest,0,(0/2),0,(0/8),0,(0/4),0,(0/15)
org\apache\commons\math4\exception\NotPositiveExceptionTest,0,(0/2),0,(0/2),-,,0,(0/6)
org\apache\commons\math4\exception\NotStrictlyPositiveExceptionTest,0,(0/2),0,(0/2),-,,0,(0/6)
org\apache\commons\math4\exception\NumberIsTooLargeExceptionTest,0,(0/2),0,(0/2),-,,0,(0/6)
org\apache\commons\math4\exception\NumberIsTooSmallExceptionTest,0,(0/2),0,(0/2),-,,0,(0/6)
org\apache\commons\math4\exception\OutOfRangeExceptionTest,0,(0/2),0,(0/2),-,,0,(0/6)
org\apache\commons\math4\exception\TooManyEvaluationsExceptionTest,0,(0/2),0,(0/2),-,,0,(0/8)
org\apache\commons\math4\exception\util\ArgUtilsTest,0,(0/3),0,(0/6),0,(0/2),0,(0/20)
org\apache\commons\math4\exception\util\ExceptionContextTest$Unserializable,0,(0/1),0,(0/1),-,,0,(0/1)
org\apache\commons\math4\exception\util\ExceptionContextTest,0,(0/6),0,(0/15),0,(0/6),0,(0/53)
org\apache\commons\math4\exception\util\LocalizedFormatsTest,0,(0/7),0,(0/36),0,(0/18),0,(0/45)
org\apache\commons\math4\filter\KalmanFilterTest$Cannonball,0,(0/6),0,(0/14),0,(0/6),0,(0/24)
org\apache\commons\math4\fitting\GaussianCurveFitterTest,0,(0/15),0,(0/21),0,(0/4),0,(0/93)
org\apache\commons\math4\fitting\HarmonicCurveFitterTest,0,(0/8),0,(0/38),0,(0/20),0,(0/90)
org\apache\commons\math4\fitting\PolynomialCurveFitterTest,0,(0/8),0,(0/69),0,(0/42),0,(0/80)
org\apache\commons\math4\fitting\SimpleCurveFitterTest,0,(0/2),0,(0/5),0,(0/2),0,(0/17)
org\apache\commons\math4\fitting\WeightedObservedPointsTest,0,(0/7),0,(0/28),0,(0/16),0,(0/47)
org\apache\commons\math4\fitting\leastsquares\AbstractLeastSquaresOptimizerAbstractTest$1,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\commons\math4\fitting\leastsquares\AbstractLeastSquaresOptimizerAbstractTest$2,0,(0/2),0,(0/2),-,,0,(0/8)
org\apache\commons\math4\fitting\leastsquares\AbstractLeastSquaresOptimizerAbstractTest$LinearProblem$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\fitting\leastsquares\AbstractLeastSquaresOptimizerAbstractTest$LinearProblem$2,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\fitting\leastsquares\AbstractLeastSquaresOptimizerAbstractTest$LinearProblem,0,(0/5),0,(0/5),-,,0,(0/14)
org\apache\commons\math4\fitting\leastsquares\CircleProblem$1,0,(0/2),0,(0/10),0,(0/6),0,(0/27)
org\apache\commons\math4\fitting\leastsquares\CircleProblem$2,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\fitting\leastsquares\CircleProblem,0,(0/8),0,(0/17),0,(0/6),0,(0/38)
org\apache\commons\math4\fitting\leastsquares\CircleVectorial$1,0,(0/2),0,(0/5),0,(0/2),0,(0/7)
org\apache\commons\math4\fitting\leastsquares\CircleVectorial$2,0,(0/2),0,(0/8),0,(0/4),0,(0/19)
org\apache\commons\math4\fitting\leastsquares\CircleVectorial,0,(0/6),0,(0/9),0,(0/2),0,(0/13)
org\apache\commons\math4\fitting\leastsquares\EvaluationRmsCheckerTest$1,0,(0/10),0,(0/10),-,,0,(0/10)
org\apache\commons\math4\fitting\leastsquares\EvaluationRmsCheckerTest,0,(0/3),0,(0/3),-,,0,(0/10)
org\apache\commons\math4\fitting\leastsquares\EvaluationTest$1,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\commons\math4\fitting\leastsquares\EvaluationTest$2,0,(0/2),0,(0/2),-,,0,(0/3)
org\apache\commons\math4\fitting\leastsquares\EvaluationTest$3,0,(0/2),0,(0/2),-,,0,(0/5)
org\apache\commons\math4\fitting\leastsquares\EvaluationTest$4,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\fitting\leastsquares\EvaluationTest$5,0,(0/4),0,(0/4),-,,0,(0/4)
org\apache\commons\math4\fitting\leastsquares\EvaluationTest$6,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\fitting\leastsquares\EvaluationTest$7,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\fitting\leastsquares\EvaluationTest,0,(0/14),0,(0/31),0,(0/6),0,(0/121)
org\apache\commons\math4\fitting\leastsquares\EvaluationTestValidation,0,(0/6),0,(0/43),0,(0/26),0,(0/104)
org\apache\commons\math4\fitting\leastsquares\LevenbergMarquardtOptimizerTest$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\fitting\leastsquares\LevenbergMarquardtOptimizerTest$2,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\fitting\leastsquares\LevenbergMarquardtOptimizerTest$BevingtonProblem$1,0,(0/2),0,(0/5),0,(0/2),0,(0/8)
org\apache\commons\math4\fitting\leastsquares\LevenbergMarquardtOptimizerTest$BevingtonProblem$2,0,(0/2),0,(0/5),0,(0/2),0,(0/14)
org\apache\commons\math4\fitting\leastsquares\LevenbergMarquardtOptimizerTest$BevingtonProblem,0,(0/4),0,(0/4),-,,0,(0/9)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$BardFunction,0,(0/4),0,(0/16),0,(0/8),0,(0/24)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$Box3DimensionalFunction,0,(0/3),0,(0/9),0,(0/4),0,(0/21)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$BrownAlmostLinearFunction,0,(0/3),0,(0/27),0,(0/18),0,(0/31)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$BrownDennisFunction,0,(0/3),0,(0/9),0,(0/4),0,(0/26)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$ChebyquadFunction,0,(0/4),0,(0/30),0,(0/18),0,(0/44)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$FreudensteinRothFunction,0,(0/3),0,(0/3),-,,0,(0/7)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$HelicalValleyFunction,0,(0/3),0,(0/10),0,(0/6),0,(0/18)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$JennrichSampsonFunction,0,(0/3),0,(0/9),0,(0/4),0,(0/16)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$KowalikOsborneFunction,0,(0/4),0,(0/12),0,(0/6),0,(0/28)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$LinearFullRankFunction,0,(0/3),0,(0/18),0,(0/10),0,(0/19)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$LinearRank1Function,0,(0/3),0,(0/15),0,(0/8),0,(0/15)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$LinearRank1ZeroColsAndRowsFunction,0,(0/3),0,(0/20),0,(0/12),0,(0/23)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$MeyerFunction,0,(0/4),0,(0/12),0,(0/6),0,(0/24)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$MinpackFunction$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$MinpackFunction$2,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$MinpackFunction,0,(0/14),0,(0/18),0,(0/4),0,(0/31)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$Osborne1Function,0,(0/4),0,(0/10),0,(0/4),0,(0/26)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$Osborne2Function,0,(0/4),0,(0/10),0,(0/4),0,(0/43)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$PowellSingularFunction,0,(0/4),0,(0/4),-,,0,(0/14)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$RosenbrockFunction,0,(0/3),0,(0/3),-,,0,(0/7)
org\apache\commons\math4\fitting\leastsquares\MinpackTest$WatsonFunction,0,(0/3),0,(0/21),0,(0/12),0,(0/41)
org\apache\commons\math4\fitting\leastsquares\RandomCirclePointGenerator,0,(0/3),0,(0/6),0,(0/2),0,(0/15)
org\apache\commons\math4\fitting\leastsquares\RandomStraightLinePointGenerator,0,(0/3),0,(0/6),0,(0/2),0,(0/15)
org\apache\commons\math4\fitting\leastsquares\StatisticalReferenceDataset$LeastSquaresProblem$1,0,(0/2),0,(0/5),0,(0/2),0,(0/6)
org\apache\commons\math4\fitting\leastsquares\StatisticalReferenceDataset$LeastSquaresProblem$2,0,(0/2),0,(0/5),0,(0/2),0,(0/6)
org\apache\commons\math4\fitting\leastsquares\StatisticalReferenceDataset$LeastSquaresProblem,0,(0/3),0,(0/3),-,,0,(0/3)
org\apache\commons\math4\fitting\leastsquares\StatisticalReferenceDataset,0,(0/18),0,(0/60),0,(0/38),0,(0/83)
org\apache\commons\math4\fitting\leastsquares\StatisticalReferenceDatasetFactory$1,0,(0/3),0,(0/3),-,,0,(0/13)
org\apache\commons\math4\fitting\leastsquares\StatisticalReferenceDatasetFactory$2,0,(0/3),0,(0/3),-,,0,(0/15)
org\apache\commons\math4\fitting\leastsquares\StatisticalReferenceDatasetFactory$3,0,(0/3),0,(0/3),-,,0,(0/10)
org\apache\commons\math4\fitting\leastsquares\StatisticalReferenceDatasetFactory$4,0,(0/3),0,(0/3),-,,0,(0/13)
org\apache\commons\math4\fitting\leastsquares\StatisticalReferenceDatasetFactory,0,(0/7),0,(0/17),0,(0/2),0,(0/34)
org\apache\commons\math4\fitting\leastsquares\StraightLineProblem$1,0,(0/2),0,(0/5),0,(0/2),0,(0/7)
org\apache\commons\math4\fitting\leastsquares\StraightLineProblem$2,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\fitting\leastsquares\StraightLineProblem$Model,0,(0/2),0,(0/2),-,,0,(0/5)
org\apache\commons\math4\fitting\leastsquares\StraightLineProblem,0,(0/10),0,(0/25),0,(0/10),0,(0/36)
org\apache\commons\math4\fraction\BigFractionFieldTest,0,(0/4),0,(0/7),0,(0/2),0,(0/8)
org\apache\commons\math4\fraction\BigFractionTest,0,(0/32),0,(0/66),0,(0/8),0,(0/415)
org\apache\commons\math4\fraction\FractionFieldTest,0,(0/4),0,(0/7),0,(0/2),0,(0/8)
org\apache\commons\math4\genetics\BinaryChromosomeTest,0,(0/4),0,(0/12),0,(0/4),0,(0/25)
org\apache\commons\math4\genetics\BinaryMutationTest,0,(0/2),0,(0/10),0,(0/6),0,(0/11)
org\apache\commons\math4\genetics\ChromosomeTest$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ChromosomeTest$2,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ChromosomeTest$3,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ChromosomeTest$4,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ChromosomeTest$5,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ChromosomeTest$6,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ChromosomeTest$7,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ChromosomeTest$8,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ChromosomeTest$9,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ChromosomeTest$DummyChromosome,0,(0/2),0,(0/5),0,(0/2),0,(0/4)
org\apache\commons\math4\genetics\ChromosomeTest,0,(0/3),0,(0/9),0,(0/4),0,(0/24)
org\apache\commons\math4\genetics\CycleCrossoverTest$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\CycleCrossoverTest$2,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\CycleCrossoverTest,0,(0/7),0,(0/22),0,(0/10),0,(0/68)
org\apache\commons\math4\genetics\DummyBinaryChromosome,0,(0/4),0,(0/4),-,,0,(0/6)
org\apache\commons\math4\genetics\DummyListChromosome,0,(0/7),0,(0/19),0,(0/12),0,(0/24)
org\apache\commons\math4\genetics\DummyRandomKey,0,(0/4),0,(0/4),-,,0,(0/6)
org\apache\commons\math4\genetics\ElitisticListPopulationTest$DummyChromosome,0,(0/2),0,(0/2),-,,0,(0/5)
org\apache\commons\math4\genetics\ElitisticListPopulationTest,0,(0/10),0,(0/13),0,(0/2),0,(0/35)
org\apache\commons\math4\genetics\FitnessCachingTest$DummyCountingBinaryChromosome,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\commons\math4\genetics\FitnessCachingTest,0,(0/4),0,(0/10),0,(0/4),0,(0/14)
org\apache\commons\math4\genetics\FixedElapsedTimeTest$1,0,(0/7),0,(0/7),-,,0,(0/7)
org\apache\commons\math4\genetics\FixedElapsedTimeTest,0,(0/2),0,(0/9),0,(0/4),0,(0/14)
org\apache\commons\math4\genetics\FixedGenerationCountTest$1,0,(0/7),0,(0/7),-,,0,(0/7)
org\apache\commons\math4\genetics\FixedGenerationCountTest,0,(0/2),0,(0/5),0,(0/2),0,(0/8)
org\apache\commons\math4\genetics\GeneticAlgorithmTestBinary$FindOnes,0,(0/3),0,(0/8),0,(0/4),0,(0/9)
org\apache\commons\math4\genetics\GeneticAlgorithmTestBinary,0,(0/3),0,(0/9),0,(0/4),0,(0/16)
org\apache\commons\math4\genetics\GeneticAlgorithmTestPermutations$MinPermutations,0,(0/3),0,(0/8),0,(0/4),0,(0/10)
org\apache\commons\math4\genetics\GeneticAlgorithmTestPermutations,0,(0/4),0,(0/13),0,(0/6),0,(0/18)
org\apache\commons\math4\genetics\ListPopulationTest$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ListPopulationTest$10,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ListPopulationTest$11,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ListPopulationTest$12,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ListPopulationTest$13,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ListPopulationTest$2,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ListPopulationTest$3,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ListPopulationTest$4,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ListPopulationTest$5,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ListPopulationTest$6,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ListPopulationTest$7,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ListPopulationTest$8,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ListPopulationTest$9,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\ListPopulationTest,0,(0/11),0,(0/17),0,(0/4),0,(0/66)
org\apache\commons\math4\genetics\NPointCrossoverTest$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\NPointCrossoverTest$2,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\NPointCrossoverTest,0,(0/7),0,(0/18),0,(0/8),0,(0/53)
org\apache\commons\math4\genetics\OnePointCrossoverTest,0,(0/2),0,(0/5),0,(0/2),0,(0/23)
org\apache\commons\math4\genetics\OrderedCrossoverTest$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\OrderedCrossoverTest$2,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\OrderedCrossoverTest,0,(0/5),0,(0/11),0,(0/4),0,(0/39)
org\apache\commons\math4\genetics\RandomKeyMutationTest,0,(0/2),0,(0/10),0,(0/6),0,(0/13)
org\apache\commons\math4\genetics\RandomKeyTest$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\RandomKeyTest$2,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\RandomKeyTest,0,(0/11),0,(0/18),0,(0/2),0,(0/87)
org\apache\commons\math4\genetics\TournamentSelectionTest$DummyChromosome,0,(0/2),0,(0/2),-,,0,(0/5)
org\apache\commons\math4\genetics\TournamentSelectionTest,0,(0/3),0,(0/15),0,(0/8),0,(0/11)
org\apache\commons\math4\genetics\UniformCrossoverTest$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\UniformCrossoverTest$2,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\genetics\UniformCrossoverTest,0,(0/10),0,(0/28),0,(0/12),0,(0/60)
org\apache\commons\math4\geometry\enclosing\WelzlEncloser2DTest,0,(0/11),0,(0/61),0,(0/38),0,(0/78)
org\apache\commons\math4\geometry\enclosing\WelzlEncloser3DTest,0,(0/8),0,(0/56),0,(0/36),0,(0/67)
org\apache\commons\math4\geometry\euclidean\oned\Cartesian1DTest,0,(0/24),0,(0/32),0,(0/4),0,(0/105)
org\apache\commons\math4\geometry\euclidean\oned\Euclidean1DTest,0,(0/4),0,(0/7),0,(0/2),0,(0/9)
org\apache\commons\math4\geometry\euclidean\oned\FrenchVector1DFormatTest,0,(0/3),0,(0/3),-,,0,(0/3)
org\apache\commons\math4\geometry\euclidean\oned\IntervalsSetTest,0,(0/5),0,(0/8),0,(0/2),0,(0/54)
org\apache\commons\math4\geometry\euclidean\oned\IntervalTest,0,(0/6),0,(0/9),0,(0/2),0,(0/36)
org\apache\commons\math4\geometry\euclidean\oned\Vector1DFormatAbstractTest,0,(0/28),0,(0/28),-,,0,(0/148)
org\apache\commons\math4\geometry\euclidean\oned\Vector1DFormatTest,0,(0/3),0,(0/3),-,,0,(0/3)
org\apache\commons\math4\geometry\euclidean\threed\Euclidean3DTest,0,(0/4),0,(0/10),0,(0/4),0,(0/9)
org\apache\commons\math4\geometry\euclidean\threed\FieldRotationDfpTest,0,(0/35),0,(0/315),0,(0/172),0,(0/597)
org\apache\commons\math4\geometry\euclidean\threed\FieldRotationDSTest,0,(0/36),0,(0/325),0,(0/178),0,(0/775)
org\apache\commons\math4\geometry\euclidean\threed\FieldVector3DTest,0,(0/36),0,(0/110),0,(0/44),0,(0/433)
org\apache\commons\math4\geometry\euclidean\threed\FrenchVector3DFormatTest,0,(0/3),0,(0/3),-,,0,(0/3)
org\apache\commons\math4\geometry\euclidean\threed\LineTest,0,(0/8),0,(0/17),0,(0/6),0,(0/72)
org\apache\commons\math4\geometry\euclidean\threed\PlaneTest,0,(0/11),0,(0/47),0,(0/24),0,(0/100)
org\apache\commons\math4\geometry\euclidean\threed\PLYParser$1,0,(0/1),0,(0/11),-,,0,(0/1)
org\apache\commons\math4\geometry\euclidean\threed\PLYParser$Field,0,(0/3),0,(0/5),-,,0,(0/11)
org\apache\commons\math4\geometry\euclidean\threed\PLYParser$Token,0,(0/2),0,(0/2),-,,0,(0/5)
org\apache\commons\math4\geometry\euclidean\threed\PLYParser,0,(0/5),0,(0/89),0,(0/112),0,(0/118)
org\apache\commons\math4\geometry\euclidean\threed\PolyhedronsSetTest$1,0,(0/5),0,(0/15),0,(0/8),0,(0/21)
org\apache\commons\math4\geometry\euclidean\threed\PolyhedronsSetTest,0,(0/21),0,(0/79),0,(0/40),0,(0/225)
org\apache\commons\math4\geometry\euclidean\threed\RotationOrderTest,0,(0/3),0,(0/13),0,(0/6),0,(0/12)
org\apache\commons\math4\geometry\euclidean\threed\RotationTest,0,(0/30),0,(0/283),0,(0/154),0,(0/446)
org\apache\commons\math4\geometry\euclidean\threed\SphereGeneratorTest,0,(0/8),0,(0/41),0,(0/22),0,(0/115)
org\apache\commons\math4\geometry\euclidean\threed\SphericalCoordinatesTest,0,(0/8),0,(0/38),0,(0/20),0,(0/109)
org\apache\commons\math4\geometry\euclidean\threed\SubLineTest,0,(0/14),0,(0/62),0,(0/48),0,(0/93)
org\apache\commons\math4\geometry\euclidean\threed\Vector3DFormatAbstractTest,0,(0/31),0,(0/31),-,,0,(0/192)
org\apache\commons\math4\geometry\euclidean\threed\Vector3DFormatTest,0,(0/3),0,(0/3),-,,0,(0/3)
org\apache\commons\math4\geometry\euclidean\threed\Vector3DTest,0,(0/35),0,(0/86),0,(0/30),0,(0/224)
org\apache\commons\math4\geometry\euclidean\twod\Cartesian2DTest,0,(0/24),0,(0/30),-,,0,(0/129)
org\apache\commons\math4\geometry\euclidean\twod\DiskGeneratorTest,0,(0/6),0,(0/30),0,(0/16),0,(0/65)
org\apache\commons\math4\geometry\euclidean\twod\Euclidean2DTest,0,(0/4),0,(0/10),0,(0/4),0,(0/9)
org\apache\commons\math4\geometry\euclidean\twod\FrenchVector2DFormatTest,0,(0/3),0,(0/3),-,,0,(0/3)
org\apache\commons\math4\geometry\euclidean\twod\LineTest,0,(0/10),0,(0/22),0,(0/8),0,(0/66)
org\apache\commons\math4\geometry\euclidean\twod\NestedLoopsTest,0,(0/3),0,(0/3),-,,0,(0/24)
org\apache\commons\math4\geometry\euclidean\twod\PolygonsSetTest$1,-,,-,,-,,-,
org\apache\commons\math4\geometry\euclidean\twod\PolygonsSetTest$Counter$1,0,(0/4),0,(0/4),-,,0,(0/6)
org\apache\commons\math4\geometry\euclidean\twod\PolygonsSetTest$Counter,0,(0/4),0,(0/4),-,,0,(0/7)
org\apache\commons\math4\geometry\euclidean\twod\PolygonsSetTest,0,(0/39),0,(0/123),0,(0/62),0,(0/407)
org\apache\commons\math4\geometry\euclidean\twod\SegmentTest,0,(0/2),0,(0/2),-,,0,(0/9)
org\apache\commons\math4\geometry\euclidean\twod\SubLineTest,0,(0/14),0,(0/46),0,(0/32),0,(0/85)
org\apache\commons\math4\geometry\euclidean\twod\Vector2DFormatAbstractTest,0,(0/31),0,(0/31),-,,0,(0/178)
org\apache\commons\math4\geometry\euclidean\twod\Vector2DFormatTest,0,(0/3),0,(0/3),-,,0,(0/3)
org\apache\commons\math4\geometry\euclidean\twod\hull\AklToussaintHeuristicTest,0,(0/3),0,(0/3),-,,0,(0/3)
org\apache\commons\math4\geometry\euclidean\twod\hull\ConvexHullGenerator2DAbstractTest,0,(0/26),0,(0/92),0,(0/50),0,(0/189)
org\apache\commons\math4\geometry\euclidean\twod\hull\MonotoneChainTest,0,(0/3),0,(0/3),-,,0,(0/13)
org\apache\commons\math4\geometry\partitioning\RegionDumper$1,0,(0/2),0,(0/2),-,,0,(0/5)
org\apache\commons\math4\geometry\partitioning\RegionDumper$2,0,(0/2),0,(0/2),-,,0,(0/6)
org\apache\commons\math4\geometry\partitioning\RegionDumper$3,0,(0/2),0,(0/2),-,,0,(0/5)
org\apache\commons\math4\geometry\partitioning\RegionDumper$4,0,(0/2),0,(0/2),-,,0,(0/6)
org\apache\commons\math4\geometry\partitioning\RegionDumper$5,0,(0/2),0,(0/2),-,,0,(0/8)
org\apache\commons\math4\geometry\partitioning\RegionDumper$TreeDumper,0,(0/8),0,(0/16),0,(0/8),0,(0/23)
org\apache\commons\math4\geometry\partitioning\RegionDumper,0,(0/6),0,(0/6),-,,0,(0/17)
org\apache\commons\math4\geometry\partitioning\RegionParser$1,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\geometry\partitioning\RegionParser$2,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\geometry\partitioning\RegionParser$3,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\geometry\partitioning\RegionParser$4,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\geometry\partitioning\RegionParser$5,0,(0/2),0,(0/2),-,,0,(0/4)
org\apache\commons\math4\geometry\partitioning\RegionParser$TreeBuilder,0,(0/8),0,(0/18),0,(0/8),0,(0/29)
org\apache\commons\math4\geometry\partitioning\RegionParser,0,(0/6),0,(0/6),-,,0,(0/12)
org\apache\commons\math4\geometry\spherical\oned\ArcsSetTest,0,(0/28),0,(0/70),0,(0/28),0,(0/385)
org\apache\commons\math4\geometry\spherical\oned\ArcTest,0,(0/6),0,(0/9),0,(0/2),0,(0/36)
org\apache\commons\math4\geometry\spherical\oned\LimitAngleTest,0,(0/2),0,(0/5),0,(0/2),0,(0/10)
org\apache\commons\math4\geometry\spherical\oned\S1PointTest,0,(0/6),0,(0/14),0,(0/4),0,(0/31)
org\apache\commons\math4\geometry\spherical\oned\Sphere1Test,0,(0/4),0,(0/7),0,(0/2),0,(0/9)
org\apache\commons\math4\geometry\spherical\twod\CircleTest,0,(0/11),0,(0/32),0,(0/14),0,(0/104)
org\apache\commons\math4\geometry\spherical\twod\S2PointTest,0,(0/8),0,(0/14),0,(0/4),0,(0/38)
org\apache\commons\math4\geometry\spherical\twod\SphericalPolygonsSetTest,0,(0/15),0,(0/229),0,(0/204),0,(0/377)
org\apache\commons\math4\geometry\spherical\twod\SubCircleTest,0,(0/6),0,(0/15),0,(0/6),0,(0/71)
org\apache\commons\math4\linear\Array2DRowRealMatrixTest$1,-,,-,,-,,-,
org\apache\commons\math4\linear\Array2DRowRealMatrixTest$GetVisitor,0,(0/3),0,(0/3),-,,0,(0/6)
org\apache\commons\math4\linear\Array2DRowRealMatrixTest$SetVisitor,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\commons\math4\linear\ArrayFieldVectorTest$1,0,(0/4),0,(0/4),-,,0,(0/11)
org\apache\commons\math4\linear\ArrayFieldVectorTest$10,0,(0/4),0,(0/7),0,(0/2),0,(0/13)
org\apache\commons\math4\linear\ArrayFieldVectorTest$11,0,(0/4),0,(0/4),-,,0,(0/4)
org\apache\commons\math4\linear\ArrayFieldVectorTest$12,0,(0/4),0,(0/7),0,(0/2),0,(0/13)
