Class_path,Method_%,Method_fraction,Block_%,Block_fraction,Branch_%,Branch_fraction,Line_%,Line_fraction
org\apache\hive\service\cli\thrift\TGetOperationStatusReq$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetOperationStatusReq$TGetOperationStatusReqStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/26)
org\apache\hive\service\cli\thrift\TGetOperationStatusReq$TGetOperationStatusReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetOperationStatusReq$TGetOperationStatusReqTupleScheme,0,(0/3),0,(0/3),-,,0,(0/9)
org\apache\hive\service\cli\thrift\TGetOperationStatusReq$TGetOperationStatusReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetOperationStatusReq$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TGetOperationStatusReq,0,(0/25),0,(0/75),0,(0/48),0,(0/106)
org\apache\hive\service\cli\thrift\TGetOperationStatusResp$1,0,(0/1),0,(0/11),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetOperationStatusResp$TGetOperationStatusRespStandardScheme,0,(0/3),0,(0/37),0,(0/34),0,(0/65)
org\apache\hive\service\cli\thrift\TGetOperationStatusResp$TGetOperationStatusRespStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetOperationStatusResp$TGetOperationStatusRespTupleScheme,0,(0/3),0,(0/27),0,(0/24),0,(0/40)
org\apache\hive\service\cli\thrift\TGetOperationStatusResp$TGetOperationStatusRespTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetOperationStatusResp$_Fields,0,(0/7),0,(0/18),0,(0/10),0,(0/28)
org\apache\hive\service\cli\thrift\TGetOperationStatusResp,0,(0/45),0,(0/217),0,(0/180),0,(0/288)
org\apache\hive\service\cli\thrift\TGetResultSetMetadataReq$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetResultSetMetadataReq$TGetResultSetMetadataReqStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/26)
org\apache\hive\service\cli\thrift\TGetResultSetMetadataReq$TGetResultSetMetadataReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetResultSetMetadataReq$TGetResultSetMetadataReqTupleScheme,0,(0/3),0,(0/3),-,,0,(0/9)
org\apache\hive\service\cli\thrift\TGetResultSetMetadataReq$TGetResultSetMetadataReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetResultSetMetadataReq$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TGetResultSetMetadataReq,0,(0/25),0,(0/75),0,(0/48),0,(0/106)
org\apache\hive\service\cli\thrift\TGetResultSetMetadataResp$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetResultSetMetadataResp$TGetResultSetMetadataRespStandardScheme,0,(0/3),0,(0/20),0,(0/15),0,(0/37)
org\apache\hive\service\cli\thrift\TGetResultSetMetadataResp$TGetResultSetMetadataRespStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetResultSetMetadataResp$TGetResultSetMetadataRespTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TGetResultSetMetadataResp$TGetResultSetMetadataRespTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetResultSetMetadataResp$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TGetResultSetMetadataResp,0,(0/30),0,(0/115),0,(0/85),0,(0/154)
org\apache\hive\service\cli\thrift\TGetSchemasReq$1,0,(0/1),0,(0/7),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetSchemasReq$TGetSchemasReqStandardScheme,0,(0/3),0,(0/26),0,(0/22),0,(0/46)
org\apache\hive\service\cli\thrift\TGetSchemasReq$TGetSchemasReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetSchemasReq$TGetSchemasReqTupleScheme,0,(0/3),0,(0/15),0,(0/12),0,(0/26)
org\apache\hive\service\cli\thrift\TGetSchemasReq$TGetSchemasReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetSchemasReq$_Fields,0,(0/7),0,(0/16),0,(0/8),0,(0/24)
org\apache\hive\service\cli\thrift\TGetSchemasReq,0,(0/35),0,(0/151),0,(0/118),0,(0/197)
org\apache\hive\service\cli\thrift\TGetSchemasResp$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetSchemasResp$TGetSchemasRespStandardScheme,0,(0/3),0,(0/20),0,(0/15),0,(0/37)
org\apache\hive\service\cli\thrift\TGetSchemasResp$TGetSchemasRespStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetSchemasResp$TGetSchemasRespTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TGetSchemasResp$TGetSchemasRespTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetSchemasResp$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TGetSchemasResp,0,(0/30),0,(0/115),0,(0/85),0,(0/154)
org\apache\hive\service\cli\thrift\TGetTablesReq$1,0,(0/1),0,(0/11),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetTablesReq$TGetTablesReqStandardScheme,0,(0/3),0,(0/44),0,(0/40),0,(0/75)
org\apache\hive\service\cli\thrift\TGetTablesReq$TGetTablesReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetTablesReq$TGetTablesReqTupleScheme,0,(0/3),0,(0/32),0,(0/28),0,(0/47)
org\apache\hive\service\cli\thrift\TGetTablesReq$TGetTablesReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetTablesReq$_Fields,0,(0/7),0,(0/18),0,(0/10),0,(0/28)
org\apache\hive\service\cli\thrift\TGetTablesReq,0,(0/48),0,(0/241),0,(0/196),0,(0/297)
org\apache\hive\service\cli\thrift\TGetTablesResp$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetTablesResp$TGetTablesRespStandardScheme,0,(0/3),0,(0/20),0,(0/15),0,(0/37)
org\apache\hive\service\cli\thrift\TGetTablesResp$TGetTablesRespStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetTablesResp$TGetTablesRespTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TGetTablesResp$TGetTablesRespTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetTablesResp$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TGetTablesResp,0,(0/30),0,(0/115),0,(0/85),0,(0/154)
org\apache\hive\service\cli\thrift\TGetTableTypesReq$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetTableTypesReq$TGetTableTypesReqStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/26)
org\apache\hive\service\cli\thrift\TGetTableTypesReq$TGetTableTypesReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetTableTypesReq$TGetTableTypesReqTupleScheme,0,(0/3),0,(0/3),-,,0,(0/9)
org\apache\hive\service\cli\thrift\TGetTableTypesReq$TGetTableTypesReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetTableTypesReq$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TGetTableTypesReq,0,(0/25),0,(0/75),0,(0/48),0,(0/106)
org\apache\hive\service\cli\thrift\TGetTableTypesResp$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetTableTypesResp$TGetTableTypesRespStandardScheme,0,(0/3),0,(0/20),0,(0/15),0,(0/37)
org\apache\hive\service\cli\thrift\TGetTableTypesResp$TGetTableTypesRespStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetTableTypesResp$TGetTableTypesRespTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TGetTableTypesResp$TGetTableTypesRespTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetTableTypesResp$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TGetTableTypesResp,0,(0/30),0,(0/115),0,(0/85),0,(0/154)
org\apache\hive\service\cli\thrift\TGetTypeInfoReq$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetTypeInfoReq$TGetTypeInfoReqStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/26)
org\apache\hive\service\cli\thrift\TGetTypeInfoReq$TGetTypeInfoReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetTypeInfoReq$TGetTypeInfoReqTupleScheme,0,(0/3),0,(0/3),-,,0,(0/9)
org\apache\hive\service\cli\thrift\TGetTypeInfoReq$TGetTypeInfoReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetTypeInfoReq$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TGetTypeInfoReq,0,(0/25),0,(0/75),0,(0/48),0,(0/106)
org\apache\hive\service\cli\thrift\TGetTypeInfoResp$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TGetTypeInfoResp$TGetTypeInfoRespStandardScheme,0,(0/3),0,(0/20),0,(0/15),0,(0/37)
org\apache\hive\service\cli\thrift\TGetTypeInfoResp$TGetTypeInfoRespStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetTypeInfoResp$TGetTypeInfoRespTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TGetTypeInfoResp$TGetTypeInfoRespTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TGetTypeInfoResp$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TGetTypeInfoResp,0,(0/30),0,(0/115),0,(0/85),0,(0/154)
org\apache\hive\service\cli\thrift\THandleIdentifier$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\THandleIdentifier$THandleIdentifierStandardScheme,0,(0/3),0,(0/19),0,(0/13),0,(0/34)
org\apache\hive\service\cli\thrift\THandleIdentifier$THandleIdentifierStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\THandleIdentifier$THandleIdentifierTupleScheme,0,(0/3),0,(0/3),-,,0,(0/11)
org\apache\hive\service\cli\thrift\THandleIdentifier$THandleIdentifierTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\THandleIdentifier$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\THandleIdentifier,0,(0/34),0,(0/127),0,(0/89),0,(0/159)
org\apache\hive\service\cli\thrift\ThriftBinaryCLIService,50,(1/2),8,(1/12),0,(0/6),5,(2/39)
org\apache\hive\service\cli\thrift\ThriftCLIService$1,20,(1/5),13,(1/8),0,(0/2),7,(1/14)
org\apache\hive\service\cli\thrift\ThriftCLIService$ThriftCLIServerContext,0,(0/3),0,(0/3),-,,0,(0/5)
org\apache\hive\service\cli\thrift\ThriftCLIServiceClient,0,(0/25),0,(0/67),0,(0/4),0,(0/198)
org\apache\hive\service\cli\thrift\ThriftCLIServiceTest,0,(0/13),0,(0/44),0,(0/32),0,(0/117)
org\apache\hive\service\cli\thrift\ThriftCliServiceTestWithCookie,0,(0/12),0,(0/23),0,(0/8),0,(0/78)
org\apache\hive\service\cli\thrift\ThriftHttpServlet$HttpKerberosServerAction,0,(0/4),0,(0/20),0,(0/8),0,(0/42)
org\apache\hive\service\cli\thrift\ThriftHttpServlet,0,(0/16),0,(0/96),0,(0/74),0,(0/150)
org\apache\hive\service\cli\thrift\TI16Column$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TI16Column$TI16ColumnStandardScheme,0,(0/3),0,(0/25),0,(0/17),0,(0/43)
org\apache\hive\service\cli\thrift\TI16Column$TI16ColumnStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TI16Column$TI16ColumnTupleScheme,0,(0/3),0,(0/9),0,(0/4),0,(0/18)
org\apache\hive\service\cli\thrift\TI16Column$TI16ColumnTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TI16Column$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TI16Column,0,(0/35),0,(0/133),0,(0/93),0,(0/165)
org\apache\hive\service\cli\thrift\TI16Value$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TI16Value$TI16ValueStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/25)
org\apache\hive\service\cli\thrift\TI16Value$TI16ValueStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TI16Value$TI16ValueTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/15)
org\apache\hive\service\cli\thrift\TI16Value$TI16ValueTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TI16Value$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TI16Value,0,(0/24),0,(0/62),0,(0/38),0,(0/102)
org\apache\hive\service\cli\thrift\TI32Column$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TI32Column$TI32ColumnStandardScheme,0,(0/3),0,(0/25),0,(0/17),0,(0/43)
org\apache\hive\service\cli\thrift\TI32Column$TI32ColumnStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TI32Column$TI32ColumnTupleScheme,0,(0/3),0,(0/9),0,(0/4),0,(0/18)
org\apache\hive\service\cli\thrift\TI32Column$TI32ColumnTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TI32Column$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TI32Column,0,(0/35),0,(0/133),0,(0/93),0,(0/165)
org\apache\hive\service\cli\thrift\TI32Value$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TI32Value$TI32ValueStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/25)
org\apache\hive\service\cli\thrift\TI32Value$TI32ValueStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TI32Value$TI32ValueTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/15)
org\apache\hive\service\cli\thrift\TI32Value$TI32ValueTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TI32Value$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TI32Value,0,(0/24),0,(0/62),0,(0/38),0,(0/102)
org\apache\hive\service\cli\thrift\TI64Column$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TI64Column$TI64ColumnStandardScheme,0,(0/3),0,(0/25),0,(0/17),0,(0/43)
org\apache\hive\service\cli\thrift\TI64Column$TI64ColumnStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TI64Column$TI64ColumnTupleScheme,0,(0/3),0,(0/9),0,(0/4),0,(0/18)
org\apache\hive\service\cli\thrift\TI64Column$TI64ColumnTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TI64Column$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TI64Column,0,(0/35),0,(0/133),0,(0/93),0,(0/165)
org\apache\hive\service\cli\thrift\TI64Value$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TI64Value$TI64ValueStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/25)
org\apache\hive\service\cli\thrift\TI64Value$TI64ValueStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TI64Value$TI64ValueTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/15)
org\apache\hive\service\cli\thrift\TI64Value$TI64ValueTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TI64Value$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TI64Value,0,(0/24),0,(0/62),0,(0/38),0,(0/102)
org\apache\hive\service\cli\thrift\TMapTypeEntry$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TMapTypeEntry$TMapTypeEntryStandardScheme,0,(0/3),0,(0/15),0,(0/9),0,(0/32)
org\apache\hive\service\cli\thrift\TMapTypeEntry$TMapTypeEntryStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TMapTypeEntry$TMapTypeEntryTupleScheme,0,(0/3),0,(0/3),-,,0,(0/11)
org\apache\hive\service\cli\thrift\TMapTypeEntry$TMapTypeEntryTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TMapTypeEntry$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TMapTypeEntry,0,(0/30),0,(0/91),0,(0/65),0,(0/152)
org\apache\hive\service\cli\thrift\TOpenSessionReq$1,0,(0/1),0,(0/9),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TOpenSessionReq$TOpenSessionReqStandardScheme,0,(0/3),0,(0/38),0,(0/33),0,(0/66)
org\apache\hive\service\cli\thrift\TOpenSessionReq$TOpenSessionReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TOpenSessionReq$TOpenSessionReqTupleScheme,0,(0/3),0,(0/26),0,(0/22),0,(0/41)
org\apache\hive\service\cli\thrift\TOpenSessionReq$TOpenSessionReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TOpenSessionReq$_Fields,0,(0/7),0,(0/17),0,(0/9),0,(0/26)
org\apache\hive\service\cli\thrift\TOpenSessionReq,0,(0/42),0,(0/197),0,(0/157),0,(0/254)
org\apache\hive\service\cli\thrift\TOpenSessionResp$1,0,(0/1),0,(0/9),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TOpenSessionResp$TOpenSessionRespStandardScheme,0,(0/3),0,(0/37),0,(0/31),0,(0/67)
org\apache\hive\service\cli\thrift\TOpenSessionResp$TOpenSessionRespStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TOpenSessionResp$TOpenSessionRespTupleScheme,0,(0/3),0,(0/20),0,(0/16),0,(0/39)
org\apache\hive\service\cli\thrift\TOpenSessionResp$TOpenSessionRespTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TOpenSessionResp$_Fields,0,(0/7),0,(0/17),0,(0/9),0,(0/26)
org\apache\hive\service\cli\thrift\TOpenSessionResp,0,(0/42),0,(0/201),0,(0/161),0,(0/260)
org\apache\hive\service\cli\thrift\TOperationHandle$1,0,(0/1),0,(0/9),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TOperationHandle$TOperationHandleStandardScheme,0,(0/3),0,(0/27),0,(0/21),0,(0/52)
org\apache\hive\service\cli\thrift\TOperationHandle$TOperationHandleStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TOperationHandle$TOperationHandleTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/25)
org\apache\hive\service\cli\thrift\TOperationHandle$TOperationHandleTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TOperationHandle$_Fields,0,(0/7),0,(0/17),0,(0/9),0,(0/26)
org\apache\hive\service\cli\thrift\TOperationHandle,0,(0/40),0,(0/169),0,(0/137),0,(0/246)
org\apache\hive\service\cli\thrift\TOperationState,0,(0/4),0,(0/13),0,(0/9),0,(0/23)
org\apache\hive\service\cli\thrift\TOperationType,0,(0/4),0,(0/14),0,(0/10),0,(0/25)
org\apache\hive\service\cli\thrift\TPrimitiveTypeEntry$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TPrimitiveTypeEntry$TPrimitiveTypeEntryStandardScheme,0,(0/3),0,(0/20),0,(0/15),0,(0/36)
org\apache\hive\service\cli\thrift\TPrimitiveTypeEntry$TPrimitiveTypeEntryStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TPrimitiveTypeEntry$TPrimitiveTypeEntryTupleScheme,0,(0/3),0,(0/9),0,(0/6),0,(0/19)
org\apache\hive\service\cli\thrift\TPrimitiveTypeEntry$TPrimitiveTypeEntryTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TPrimitiveTypeEntry$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TPrimitiveTypeEntry,0,(0/30),0,(0/113),0,(0/83),0,(0/152)
org\apache\hive\service\cli\thrift\TProtocolVersion,50,(2/4),15,(2/13),0,(0/9),52,(12/23)
org\apache\hive\service\cli\thrift\TRenewDelegationTokenReq$1,0,(0/1),0,(0/5),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TRenewDelegationTokenReq$TRenewDelegationTokenReqStandardScheme,0,(0/3),0,(0/19),0,(0/13),0,(0/35)
org\apache\hive\service\cli\thrift\TRenewDelegationTokenReq$TRenewDelegationTokenReqStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TRenewDelegationTokenReq$TRenewDelegationTokenReqTupleScheme,0,(0/3),0,(0/3),-,,0,(0/12)
org\apache\hive\service\cli\thrift\TRenewDelegationTokenReq$TRenewDelegationTokenReqTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TRenewDelegationTokenReq$_Fields,0,(0/7),0,(0/15),0,(0/7),0,(0/22)
org\apache\hive\service\cli\thrift\TRenewDelegationTokenReq,0,(0/30),0,(0/113),0,(0/83),0,(0/153)
org\apache\hive\service\cli\thrift\TRenewDelegationTokenResp$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TRenewDelegationTokenResp$TRenewDelegationTokenRespStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/26)
org\apache\hive\service\cli\thrift\TRenewDelegationTokenResp$TRenewDelegationTokenRespStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TRenewDelegationTokenResp$TRenewDelegationTokenRespTupleScheme,0,(0/3),0,(0/3),-,,0,(0/9)
org\apache\hive\service\cli\thrift\TRenewDelegationTokenResp$TRenewDelegationTokenRespTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TRenewDelegationTokenResp$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TRenewDelegationTokenResp,0,(0/25),0,(0/75),0,(0/48),0,(0/106)
org\apache\hive\service\cli\thrift\TRow$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TRow$TRowStandardScheme,0,(0/3),0,(0/20),0,(0/12),0,(0/35)
org\apache\hive\service\cli\thrift\TRow$TRowStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TRow$TRowTupleScheme,0,(0/3),0,(0/9),0,(0/4),0,(0/16)
org\apache\hive\service\cli\thrift\TRow$TRowTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TRow$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TRow,0,(0/28),0,(0/87),0,(0/54),0,(0/114)
org\apache\hive\service\cli\thrift\TRowSet$1,0,(0/1),0,(0/7),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TRowSet$TRowSetStandardScheme,0,(0/3),0,(0/35),0,(0/26),0,(0/63)
org\apache\hive\service\cli\thrift\TRowSet$TRowSetStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TRowSet$TRowSetTupleScheme,0,(0/3),0,(0/20),0,(0/14),0,(0/37)
org\apache\hive\service\cli\thrift\TRowSet$TRowSetTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TRowSet$_Fields,0,(0/7),0,(0/16),0,(0/8),0,(0/24)
org\apache\hive\service\cli\thrift\TRowSet,0,(0/41),0,(0/167),0,(0/124),0,(0/219)
org\apache\hive\service\cli\thrift\TSessionHandle$1,0,(0/1),0,(0/3),-,,0,(0/1)
org\apache\hive\service\cli\thrift\TSessionHandle$TSessionHandleStandardScheme,0,(0/3),0,(0/14),0,(0/8),0,(0/26)
org\apache\hive\service\cli\thrift\TSessionHandle$TSessionHandleStandardSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TSessionHandle$TSessionHandleTupleScheme,0,(0/3),0,(0/3),-,,0,(0/9)
org\apache\hive\service\cli\thrift\TSessionHandle$TSessionHandleTupleSchemeFactory,0,(0/2),0,(0/2),-,,0,(0/2)
org\apache\hive\service\cli\thrift\TSessionHandle$_Fields,0,(0/7),0,(0/14),0,(0/6),0,(0/20)
org\apache\hive\service\cli\thrift\TSessionHandle,0,(0/25),0,(0/75),0,(0/48),0,(0/106)
org\apache\hive\service\cli\thrift\TStatus$1,0,(0/1),0,(0/11),-,,0,(0/1)
